,accuracy,precision,recall,f1,auc,brier,kappa
4,0.8085714285714286,0.8272530609567937,0.776626132731983,0.7999447085724586,0.8869088422938038,0.13869943481478575,0.6148847317782663
5,0.7934693877551018,0.8204142683342982,0.7469803610190887,0.7804924808923116,0.8747476835830603,0.14560374344115934,0.5839786821321082
6,0.7934693877551021,0.822393053913965,0.7463058383726586,0.7801367659688695,0.8755477070463443,0.14548638589117804,0.5844058201126802
7,0.7930612244897957,0.8230361097587955,0.7424262138116152,0.7796213247217074,0.8631596420702401,0.14929714444459607,0.5829371762778396
8,0.7834013605442175,0.8147205623564369,0.7293672359950368,0.7677422627828423,0.8638649038543019,0.1542761061223007,0.5639031343087644
9,0.7993197278911569,0.8315119695148949,0.7472203724530772,0.7856655091903435,0.8805781270336835,0.1410560431743854,0.5959948065578926
10,0.8072108843537414,0.8337725158095384,0.7645581072461232,0.7962254606723728,0.8768861900741541,0.1428523721304448,0.612284237539076
11,0.7983673469387752,0.8266702293623753,0.7514270078434063,0.785833230229478,0.8751586965596775,0.14508034165556172,0.5942300314607782
12,0.8047619047619047,0.8253822079854599,0.7692467475209654,0.7951707453295618,0.875354183348045,0.14413790287842598,0.6073052919125029
13,0.7963265306122449,0.8318530546067231,0.7387382497380272,0.7810113982318465,0.8791355098936647,0.14131230011734583,0.590309445864415
14,0.8138775510204078,0.8372466902923805,0.7752226973233273,0.8035875035899613,0.884607034053854,0.14001456405850005,0.6251531368213251
15,0.8051700680272108,0.8387947503086572,0.7497166989332688,0.7905764331470455,0.8809461503894156,0.14270036268828223,0.6073113748729823
16,0.7999999999999998,0.8256063756281317,0.7580484500767625,0.7883219699527875,0.8689397566333015,0.1483340710437671,0.597660828821565
17,0.7929251700680271,0.83074180523488,0.7317359038523418,0.7765811793698792,0.8649978114041086,0.14789471773297327,0.5829421364271848
18,0.7982312925170068,0.8334808073171835,0.7430903000087525,0.7838579823980278,0.8740041886413806,0.14676995526607242,0.5947511185501717
19,0.7974149659863943,0.8207244522738865,0.7564147548418587,0.7862223526000899,0.8706169108213558,0.14654074593572766,0.5921171388600113
20,0.8123809523809523,0.8351432469217186,0.7755861613245228,0.8023890567034612,0.8856043990872748,0.13932726365774167,0.6223397330226983
21,0.7982312925170068,0.834727267608676,0.7401065244723489,0.7829303569221048,0.8676505097110365,0.1484840447022875,0.5935463281844853
22,0.8081632653061225,0.845622560449779,0.7499783511447368,0.7935660453081461,0.879002391501998,0.1407717565292899,0.6132910950796111
23,0.8097959183673469,0.8355997375947656,0.766877021472442,0.7981929559917385,0.8800010716021178,0.14273268446242607,0.617144361438012
24,0.8040816326530614,0.8387429814657292,0.7473643186374219,0.7889964299793942,0.8796380459843012,0.14265727084135452,0.6045216584637012
25,0.802857142857143,0.8359859630272429,0.7498261750551078,0.7892187630334188,0.8763230323771499,0.14246884950823369,0.6027098664773914
26,0.7930612244897958,0.8404038043597,0.719868997523685,0.7739483839781335,0.8711017992314488,0.14647893711191012,0.5835531742622738
27,0.8108843537414967,0.84505635290381,0.7574554858988891,0.7971125131119834,0.8822558119916564,0.14119607735889736,0.6193077711181794
28,0.798231292517007,0.8314960978167844,0.7474306462039975,0.7848052321005706,0.8706764206360187,0.14791014832312543,0.5948432781192079
29,0.8080272108843536,0.8471048317294518,0.7476424322678905,0.792163489860919,0.8803256531750727,0.14170057012243517,0.6130420972159666
30,0.793469387755102,0.8280916380126935,0.7364177376385033,0.7775313014460327,0.8692160347315719,0.14758397743082108,0.5837682842605054
31,0.7946938775510202,0.8322565137243519,0.7352968087546878,0.7788431688080728,0.8708895026456687,0.14634285259747887,0.5870187173428013
32,0.7923809523809523,0.8382958503585247,0.7224487856677979,0.7721212002765675,0.8689009334855041,0.1490454679943744,0.5806665823273284
33,0.7938775510204082,0.8228608978107433,0.7435464391472926,0.7791092208798015,0.8719268359624077,0.14792622507446834,0.5844762005595548
34,0.8061224489795917,0.8292376348564633,0.7672768373119319,0.7958573969898236,0.8806912479536976,0.14105293991430598,0.609991082948305
35,0.7946938775510204,0.8329177320681745,0.7358935374300128,0.7788990637796782,0.8689389514142324,0.14785879327668924,0.5860306632139324
36,0.7921088435374152,0.818995942602294,0.7461618574402975,0.779697710250059,0.8610030103149753,0.15309919414354906,0.5818339041748264
37,0.8195918367346937,0.8463858739086082,0.7775141618014664,0.809263574209713,0.8909929725573342,0.13641249923992485,0.6368707505521247
38,0.800952380952381,0.8352885980677509,0.7480079057167877,0.7870283360976394,0.8774216373476889,0.14363982724701546,0.5992477848305389
