,accuracy,precision,recall,f1,auc,brier,kappa
39,0.7946938775510206,0.8331823305842545,0.7331491816788975,0.778188687681095,0.8775367146968769,0.14479116968617606,0.5865703126615665
40,0.7940136054421769,0.8299225278691228,0.7337898413252719,0.7773694778781755,0.870373325168116,0.146324568099195,0.5845322967906378
41,0.79687074829932,0.8257610582099697,0.7512114803380529,0.7837050790250379,0.8770320662528612,0.14328093631361957,0.5904475187335488
42,0.791156462585034,0.8257143970189399,0.7342431500785034,0.7757151685255218,0.8690067921262203,0.14666133892742908,0.5793480011065689
43,0.8058503401360545,0.829124266627392,0.7659334797821071,0.7953464573784477,0.876746304176379,0.14337229352126837,0.6096475840412172
44,0.8148299319727893,0.8416323629010541,0.7721746639928262,0.8040615012164481,0.8893031299276839,0.13692936894321842,0.6267251102251283
45,0.810748299319728,0.8367533668662935,0.7684002996235594,0.7998280640987229,0.8831240275579705,0.1416635846084163,0.6189914075349436
46,0.7952380952380951,0.8275783886568374,0.7423110009029098,0.7808137769455638,0.8697924132304642,0.1470664849168734,0.588103107236136
47,0.7820408163265304,0.8118678261472897,0.7303703820647695,0.7670615354898723,0.8639129606468045,0.15118868633061008,0.5619845902183463
48,0.8001360544217687,0.8335813971404051,0.7464291542171955,0.786063844967992,0.8792267156617704,0.1417038129384356,0.5978828665053926
49,0.8039455782312928,0.8484619350015551,0.7381124870114744,0.7876509029275194,0.8799351553122386,0.14108693464528213,0.6055908349322916
