,accuracy,precision,recall,f1,auc,brier,kappa
6,0.876993006993007,0.9053362127557822,0.8403016951618872,0.8711574820987004,0.9305493895697812,0.09981569209462007,0.7534342705861977
7,0.8788111888111889,0.9093149932023816,0.8400721837445964,0.8728831637386756,0.9310691169309735,0.09842135196232168,0.7571432611689766
8,0.8767832167832167,0.9005158529158311,0.8451133570204492,0.8714427900250925,0.9310369138245796,0.09975447966476025,0.7529017758885763
9,0.8743356643356647,0.8997872601916147,0.8407440781097821,0.8689148942091314,0.9325182619179765,0.09856020849269656,0.7480777840301404
10,0.8711888111888113,0.8942107703384283,0.8397955184155088,0.8657311325850071,0.9287980640909101,0.1022754539834124,0.7417941848153514
11,0.875874125874126,0.9012347028849719,0.8421769654381687,0.8703873170848181,0.9319377898817887,0.09911345783446983,0.7510706259248807
12,0.8725874125874126,0.8960837775616085,0.8408522242978242,0.8671428768782549,0.9294861398450887,0.10289543585074298,0.7445970184458709
13,0.8785314685314686,0.9068429955871382,0.8423399666019016,0.8729651569372143,0.9356135712354557,0.09556860430507394,0.7564410570618092
14,0.8740559440559437,0.9013104729672442,0.8388311018201042,0.868414332066923,0.9315656533329494,0.09931167758830743,0.7474419566628849
15,0.8780419580419583,0.9056579594178399,0.8417564992468425,0.8722189818696106,0.9291452990277488,0.09948221395502284,0.7554698800957843
16,0.8733566433566431,0.9032145350558122,0.8341372139989836,0.8669074601726021,0.9290451487533378,0.10146947154959425,0.746025136808251
17,0.8679720279720281,0.8909590942128434,0.8372081745028898,0.8627479121567907,0.9283537295085081,0.10278253685627456,0.7353915183491605
18,0.8709790209790208,0.8953183682856612,0.8383671353948375,0.8654341628518704,0.9265194905360399,0.10267473647735359,0.7413405916995619
19,0.8727272727272728,0.9005905616897354,0.8358582889625137,0.8666718630275958,0.9283420495913858,0.10222576184389377,0.7449229074812226
20,0.8709790209790209,0.8919692695276585,0.8426091359783894,0.8662539248333694,0.9251095928849682,0.10378880612216519,0.7413464862521715
21,0.8713286713286716,0.892629100665993,0.842666987641378,0.8664433896520967,0.9288994219240699,0.1017380290469169,0.74209146981585
22,0.8712587412587411,0.8975192960317326,0.8363027749256902,0.8654578578843741,0.9291767370605141,0.10219166342924507,0.7419463195231369
23,0.8736363636363634,0.8940233941705396,0.8460721134349194,0.8690337967376643,0.930287512863107,0.1003979596765421,0.7467121263556179
