,accuracy,precision,recall,f1,auc,brier,kappa
5,0.8008163265306122,0.8213688607324987,0.7635685659483439,0.7902582570162292,0.8810407396652288,0.14277622648795193,0.5989580381882029
6,0.7972789115646262,0.8232266907441348,0.7529943478316682,0.7850751362942736,0.8759989006845394,0.14397431497224733,0.5922926081496347
7,0.7993197278911565,0.823601738800878,0.7573176348454682,0.7880724262732751,0.867315763977684,0.14756971862087023,0.5958953752498968
8,0.7893877551020408,0.8179965343344535,0.7390859144151087,0.7743881356068801,0.8668693528461132,0.15185733108489965,0.5754784193832772
9,0.7987755102040818,0.8308635506917404,0.7466466838979438,0.7848552293863754,0.8785108087467041,0.14219677755173246,0.5949592830158456
10,0.808843537414966,0.8346936132166869,0.7675630765658004,0.7979299166920006,0.8756758494806334,0.143005086594451,0.6149385324695715
11,0.8004081632653062,0.8282501516107531,0.754870957568845,0.7878448427688691,0.8744488974338939,0.14526467584832548,0.5974556121914554
12,0.8078911564625852,0.8338055790799537,0.7673987494798784,0.7975921688691878,0.8750045098897722,0.14394530127899346,0.6135276731719237
13,0.8028571428571429,0.8354833261472211,0.7506703465600841,0.7885963515168606,0.8803304629171974,0.14127308837110134,0.6032116517952645
14,0.8114285714285715,0.8394531960634366,0.7656872805347003,0.7998339868438016,0.8816041009504623,0.14074426171478435,0.6202248996750209
15,0.805986394557823,0.8403424807850723,0.7535054343800774,0.7928769852788078,0.8822149118591572,0.1412993775788433,0.6102330332994673
16,0.7990476190476192,0.831165529763617,0.7482853630714448,0.7855619627607685,0.8675530137941924,0.14842945946627661,0.5955126391535771
17,0.79578231292517,0.8293623730768034,0.7412717951231786,0.780972501598132,0.8681945180852739,0.14775074528651858,0.5887751572957682
18,0.7975510204081633,0.8295721010707686,0.7445851763615395,0.7830767992965637,0.870295586673154,0.14850569692588925,0.5927413808791043
19,0.797687074829932,0.8275127530907291,0.7489443190497886,0.7851121496989465,0.8729302087550376,0.14486497815051094,0.5933852809843281
20,0.8167346938775509,0.8398421783989278,0.7799050126841339,0.8071855359464475,0.8850989693550256,0.13889962008858436,0.6310345340042349
21,0.8042176870748295,0.8351759569534255,0.7546736024598713,0.7912889043395258,0.8745601833480324,0.14403557919318402,0.6057556494036935
22,0.811972789115646,0.8533713487136646,0.7508221932232891,0.7959158346617586,0.8788874884151296,0.14082338962881422,0.621073343180281
23,0.8106122448979591,0.8388542348148821,0.7656836687193983,0.7991863079947613,0.880050133350358,0.14258414602269062,0.6189168828009624
24,0.8080272108843538,0.8430502308540881,0.7536233379292636,0.7938215696538324,0.884115908983732,0.139808132091253,0.6136279169358378
25,0.8034013605442177,0.8325223008163161,0.7567118673010212,0.7914616280709146,0.8793018884497107,0.1416617616626844,0.6043772767482907
26,0.8014965986394555,0.8411515608946716,0.7409832888518489,0.7855371888972164,0.8762613178425276,0.14367834706463326,0.6006679097828443
27,0.8121088435374147,0.8467258780004987,0.7590328937608803,0.7990664171425909,0.8834472603904443,0.13991592290290084,0.6222408175467344
28,0.8012244897959181,0.832792968208482,0.7520874530087706,0.7886223566955001,0.8749038183753918,0.14454522933426547,0.6000418891985708
29,0.8080272108843536,0.8408566112544886,0.7556931655769163,0.7943906097314462,0.8825884412833075,0.14036292566567268,0.6129329163056046
30,0.8008163265306122,0.8397972337940647,0.7401594175238918,0.7852790080199283,0.873686260919083,0.14508562764331437,0.5988359228678058
31,0.7937414965986396,0.8346702987368364,0.7305561463230865,0.7773623877701968,0.8694059465362415,0.14756824639058222,0.5853697842838671
32,0.7957823129251699,0.8364990204293697,0.7342979926176926,0.7787753153584919,0.8714319481826087,0.14757455974643188,0.5883426636978485
33,0.7972789115646257,0.822996866967981,0.753610640623405,0.785030079221761,0.8731634990114554,0.14530855542441906,0.5920233878308439
34,0.8069387755102039,0.8323854040350033,0.7651618460949566,0.7964190072404861,0.8822300774584366,0.13987558360799304,0.6118087920464536
35,0.798095238095238,0.8329578395563115,0.7423736299472924,0.7837359652510615,0.8716652946095593,0.14630140647211604,0.5927036538485119
36,0.7921088435374151,0.8264882251024239,0.7359115458641625,0.7766843605427123,0.8650021019706011,0.15034626506570373,0.5819254406057636
