,accuracy,precision,recall,f1,auc,brier,kappa
5,0.8975384615384612,0.8973173379264163,0.8969332231740651,0.896043839835771,0.9413369898790914,0.0924708470187249,0.7933368961874446
6,0.8886153846153845,0.8887936730950007,0.8882408099731031,0.8869897680642428,0.9310198933673197,0.1030834114529613,0.7754725444781875
7,0.8975384615384613,0.9048787500043005,0.8900820484269151,0.8958848495202092,0.9377573468564155,0.09662515147668876,0.7929816078289695
8,0.8763076923076922,0.8845433130369584,0.8664500051505881,0.8735035465701134,0.9270248033985377,0.1080983476827496,0.7509554999541099
9,0.9043076923076917,0.916173432392743,0.8900308338181532,0.9010335917297231,0.9396813538425967,0.09345786805175749,0.8066287600584074
10,0.896307692307692,0.8974938588607447,0.8943959949604274,0.8941602124649529,0.9415849073736527,0.0934815777023173,0.7907236672522913
11,0.8846153846153846,0.8926161145751901,0.8740236797484787,0.881622844750766,0.9343238251971963,0.10191252927579685,0.7671607348156637
12,0.916307692307692,0.9159457535440256,0.9161023383617934,0.9149171949840063,0.9495445413910586,0.08279240441387455,0.8308571137259577
13,0.8926153846153846,0.9051468288793436,0.8774589698926488,0.8890527836352675,0.9364934417714401,0.09730926021965067,0.7839443931546868
14,0.8996923076923076,0.9032430141933295,0.8948652466057391,0.8973963151998536,0.9380793504796868,0.09538454602877117,0.7975249273108181
15,0.8843076923076919,0.8832721429519738,0.8877376783339196,0.8834231050118144,0.9376739488605677,0.09680241935391586,0.7667697693256434
16,0.8907692307692305,0.8933273543902946,0.8876589441506612,0.8887055448290997,0.9335326697444727,0.09960545079398604,0.7793295448538339
17,0.898461538461538,0.9034278060099195,0.8938064385394016,0.8972662968999415,0.9482194742164978,0.0877482458109251,0.7953206658149358
18,0.8935384615384612,0.8994297922489914,0.8866557390832119,0.8917874177327468,0.9368839451041778,0.09798213006714519,0.7850551484989751
19,0.9036923076923072,0.9185015283652804,0.8855592635100716,0.9002212939969156,0.9438984066654826,0.08954608156422225,0.8058215368111756
20,0.8864615384615385,0.8893391299564827,0.8829723824376078,0.8839272189576407,0.9346692245086555,0.10114366547284924,0.7704465759147214
21,0.9101538461538459,0.9157849597263246,0.9036854367536381,0.9081372400343085,0.9529995144593066,0.08428104037393826,0.8184667631713092
22,0.9055384615384611,0.9101320300687,0.9008064441725743,0.9035398866346604,0.9449105753951725,0.08893282568998315,0.8096687084871328
23,0.8759999999999997,0.8698884448698841,0.8850799009834176,0.8754227344173507,0.9176876167416669,0.11098742389162382,0.750218260445682
24,0.8901538461538461,0.889052392560567,0.8926866498708543,0.8895731217283133,0.9311986923826854,0.10157020088747011,0.7784591156716679
25,0.9015384615384613,0.9122447040447704,0.8886380792817589,0.8985888255318701,0.9444432933002069,0.09378810943314118,0.8017257778029842
26,0.9070769230769227,0.911360212991177,0.8997251825773062,0.9044494101815629,0.9458449366001017,0.08789921506567841,0.8125093069999203
27,0.9043076923076918,0.9201887497236761,0.886708826426798,0.9010178746105647,0.946369505788016,0.08911166903817022,0.8070818484733487
28,0.8818461538461534,0.8862823132185343,0.8758451441915241,0.8791564469608315,0.9336712216608426,0.10242278821860562,0.7615151847543683
29,0.9150769230769228,0.925269841766996,0.9022526965135872,0.9123579720658309,0.9547639939745531,0.08071806553573282,0.8287674274464449
30,0.8919999999999999,0.9003535957536424,0.8810599296242845,0.888856938500354,0.9338440469932212,0.098370467584131,0.7822803341840561
31,0.8701538461538461,0.869934803176666,0.8695813843908609,0.8680970136583877,0.9198887909002298,0.11298161935314026,0.7378008485173314
32,0.8923076923076921,0.8909245783243653,0.8926520736776707,0.8904933448700327,0.9383173284733908,0.09565786425090847,0.782886146375799
33,0.8910769230769229,0.8974081342608613,0.8843195894865012,0.8891075062875141,0.9377043745024618,0.0983595825013451,0.7805235014887545
34,0.898153846153846,0.8977246322575023,0.8976450159590373,0.8961954336988882,0.9373059147045637,0.09577648875253125,0.7942807609753112
35,0.8781538461538461,0.8914733564743423,0.8594520186198568,0.8734590661029281,0.92622110943848,0.1072482561819386,0.7540255120512692
36,0.9021538461538458,0.9056767000927372,0.8977638711601125,0.9004409634351886,0.9463614815609546,0.08873905458908408,0.8022675052619942
37,0.8879999999999998,0.8852142538346063,0.8918155079754675,0.8871027439032703,0.9370848758990562,0.09825666577758149,0.7740208757754643
38,0.8855384615384613,0.8920153433576655,0.8795814034081825,0.8836569839950512,0.9343219938186225,0.09971955840564302,0.7695615044456408
39,0.8987692307692307,0.9005228146706716,0.8970111472769332,0.8972237831675868,0.9444029108648752,0.08947741033352125,0.7958916018894701
40,0.9,0.9059599824281765,0.8931609915875548,0.8978689943261504,0.9377579890050123,0.09453858153328755,0.7983939437398021
41,0.8987692307692307,0.9161608590253458,0.8790847130966266,0.8954989266740517,0.9378583513256739,0.09657930229660915,0.795596463902076
42,0.9049230769230766,0.9133275302020146,0.8954122458427162,0.9025214365519626,0.9491945861416674,0.0832359303567438,0.8082857311307575
43,0.8944615384615382,0.9003396745050627,0.8846633647757612,0.8914959337172604,0.9392550639429633,0.09618798012381978,0.7868916922943079
44,0.8861538461538458,0.8958758192535773,0.8731138874038404,0.8830353807405416,0.9353065492472011,0.10430832357711656,0.770252211697185
45,0.8929230769230767,0.8960473768214868,0.8899643329423056,0.8915224303325736,0.9387647843406056,0.09757650171638155,0.7835296299674931
46,0.8849230769230766,0.8796179106877176,0.8919950668298715,0.8842209427477148,0.9337447865113182,0.10052443468023474,0.7676199112882142
47,0.8938461538461534,0.9106932661963514,0.87354317705628,0.8898723720817688,0.9416345040018927,0.09644792694316962,0.7859224944123333
48,0.879384615384615,0.8910592438843767,0.8655962485156344,0.8757704894724069,0.9277290494715277,0.10588668634113545,0.7568877161287876
49,0.8932307692307689,0.8939844136906026,0.8933392794489666,0.8920777932045454,0.934893471197557,0.09954787477670118,0.7838796667339814
