,AOO_pot_mix,mean_pot_mix,std_pot_mix,var_pot_mix,Year_pot_mix
0,0.14470284237726097,0.10134221398649791,0.026645303724140933,0.0007099722105517188,2007
1,0.14470284237726097,0.09334446871388263,0.03161130300773661,0.0009992744778469379,2007
2,0.15503875968992248,0.10222405272918589,0.03044917941907463,0.0009271525272949979,2007
3,0.14728682170542637,0.10043918522607582,0.03011025328832768,0.0009066273530872479,2007
4,0.14987080103359174,0.1021880957458975,0.029775012775819083,0.0008865513858001895,2007
5,0.14987080103359174,0.10219577587963707,0.034056247199888,0.0011598279733398794,2007
6,0.14728682170542637,0.09763899676769698,0.03434887236137553,0.0011798450324980677,2007
7,0.14987080103359174,0.10347785778167391,0.029582023130877804,0.0008750960925157895,2007
8,0.14728682170542637,0.10488183352127804,0.027607035344119426,0.0007621484004914593,2007
9,0.14987080103359174,0.0995646426491658,0.028564936193018836,0.0008159555797112375,2007
10,0.14987080103359174,0.10665675621697969,0.026928569048770397,0.000725147831014395,2007
11,0.1524547803617571,0.1021787741063256,0.033279287600619635,0.0011075109832047558,2007
12,0.14728682170542637,0.09777427335649268,0.030590546336984714,0.0009357815251952089,2007
13,0.14470284237726097,0.10216731070293607,0.030086620215476662,0.0009052047159903289,2007
14,0.13953488372093023,0.10259964229504227,0.02843343451562764,0.0008084601983544852,2007
15,0.14987080103359174,0.09506015391400763,0.034768165851529705,0.0012088253566794763,2007
16,0.14470284237726097,0.09954725959910114,0.028286015048992225,0.0008000986473518147,2007
17,0.14987080103359174,0.09950499921246041,0.03185192518226165,0.001014545137816394,2007
18,0.14987080103359174,0.10045801488626586,0.029789733193305433,0.0008874282037283236,2007
19,0.14987080103359174,0.10397522104116853,0.027894526962173715,0.0007781046344434363,2007
20,0.1524547803617571,0.10218600234180154,0.030303458961830898,0.0009182996250513694,2007
21,0.14728682170542637,0.1026140404236112,0.03118348268722653,0.0009724095925045568,2007
22,0.14728682170542637,0.09327393574532976,0.0353761795670293,0.0012514740807587012,2007
23,0.14987080103359174,0.10572902852000494,0.027646031529863117,0.0007643030593501856,2007
24,0.14728682170542637,0.0972799245809839,0.03444602218306345,0.0011865284442360996,2007
25,0.14987080103359174,0.1003684077949174,0.03371399515558212,0.0011366334693506145,2007
26,0.14470284237726097,0.09553839442444988,0.03231889464896879,0.0010445109513311432,2007
27,0.14728682170542637,0.09953036639200429,0.03158675579101539,0.0009977231414012445,2007
28,0.14470284237726097,0.10002381456022545,0.026690416151771586,0.0007123783143547495,2007
29,0.14987080103359174,0.09731625686193024,0.03027973766547998,0.0009168625130902871,2007
